"","bioguide_id","icpsr_id"
"2629","W000812",21337
"2630","K000381",21368
"2631","D000618",21338
"2632","D000617",31101
"2633","P000606",21347
"2634","R000597",21359
"2635","C001090",21358
"2636","P000605",21356
"2637","C001096",21350
"2638","M001190",21355
"2639","B001283",21354
"2640","J000295",21353
"2641","B001281",21352
"2642","W000815",21351
"2643","M001188",21342
"2644","J000294",21343
"2645","C001094",21305
"2646","S001193",21306
"2647","V000129",21307
"2648","B001285",21308
"2649","N000187",21310
"2650","T000472",21312
"2651","E000293",21316
"2652","G000571",21324
"2653","R000599",21311
"2654","D000619",21328
"2655","M001184",31102
"2656","H001069",41303
"2657","H001066",21339
"2658","C001089",31100
"2659","S001191",21300
"2660","B001287",21304
"2661","P000608",21315
"2662","M001191",21319
"2663","S001194",41112
"2664","C001099",41306
"2665","K000385",21371
"2666","S001195",21373
"2667","C001100",41307
"2668","B001288",41308
"2669","M001192",21374
"2670","C001101",21375
"2671","B001289",21376
"2672","W000818",41309
"2673","J000296",21401
"2674","C001102",21377
"2675","P000612",41501
"2676","E000295",41502
"2677","S001197",41503
"2678","T000476",41504
"2679","P000609",21500
"2680","R000605",41505
"2681","G000574",21502
"2682","H001072",21503
"2683","W000821",21563
"2684","D000623",21504
"2685","G000576",21559
"2686","K000387",21505
"2687","W000822",21538
"2688","L000582",21507
"2689","J000297",21558
"2690","T000474",21508
"2691","M001195",21557
"2692","Z000017",21539
"2693","C001105",21555
"2694","W000820",21509
"2695","B001292",21554
"2696","B001290",21553
"2697","B001297",21510
"2698","P000610",NA
"2699","G000575",21511
"2700","L000584",21552
"2701","B001291",21551
"2702","R000602",21540
"2703","H001073",21550
"2704","R000601",21549
"2705","M001193",21537
"2706","B001296",21548
"2707","C001106",21547
"2708","R000604",21546
"2709","S001196",21541
"2710","A000370",21545
"2711","K000386",21542
"2712","R000603",21544
"2713","W000819",21543
"2714","M001196",21525
"2715","N000188",21536
"2716","C001107",21512
"2717","M001194",21526
"2718","C001103",21513
"2719","H001070",21534
"2720","E000294",21531
"2721","H001071",21514
"2722","Z000018",21532
"2723","L000581",21530
"2724","L000583",21515
"2725","D000624",21529
"2726","T000475",21528
"2727","A000372",21516
"2728","B001293",21527
"2729","Y000066",21521
"2730","B001294",21520
"2731","B001295",21519
"2732","T000473",21517
"2733","P000611",21524
"2734","R000600",NA
"2735","A000371",21506
"2736","A000373",21533
"2737","N000189",21556
"2738","S001198",41500
"2739","A000374",21522
"2740","G000577",21523
"2741","M001197",21501
"2742","D000625",21560
"2743","K000388",21561
"2744","L000585",21562
"2745","D000626",21564
"2746","D000627",21713
"2747","M001200",21736
"2748","C001112",21709
"2749","C001111",21712
"2750","K000390",21729
"2751","S001201",21747
"2752","O000171",21739
"2753","R000608",21743
"2754","M001199",21735
"2755","F000464",21716
"2756","T000478",21749
"2757","F000466",21718
"2758","B001301",21704
"2759","G000579",21720
"2760","D000628",21714
"2761","H001074",21725
"2762","S001199",21745
"2763","G000580",21721
"2764","K000391",21730
"2765","B001304",21707
"2766","R000606",21741
"2767","E000296",21566
"2768","E000297",21715
"2769","G000581",21722
"2770","J000298",21726
"2771","B001302",21705
"2772","G000578",21719
"2773","R000609",21744
"2774","R000607",21742
"2775","F000465",21717
"2776","B001299",21702
"2777","M001198",21734
"2778","M001201",21737
"2779","B001305",21708
"2780","K000392",21731
"2781","A000375",21700
"2782","T000477",21748
"2783","C001109",21710
"2784","C001113",41700
"2785","H001076",41702
"2786","P000613",21740
"2787","C001110",21711
"2788","H001075",41701
"2789","B001303",21706
"2790","L000586",21732
"2791","C001108",21565
"2792","K000393",41703
"2793","G000583",21723
"2794","M001202",21738
"2795","L000587",21733
"2796","S001200",21746
"2797","G000582",NA
"2798","B001298",21701
"2799","B001300",21703
"2800","H001077",21724
"2801","J000299",21727
"2802","K000389",21728
"2803","S001202",41704
"2804","E000298",21750
"2805","G000584",21751
"2806","N000190",21753
"2807","H001078",21752
"2808","G000585",21754
"2809","J000300",41705
"2810","C001114",21755
"2811","S001203",41706
"2812","L000588",21756
"2813","H001079",41707
"2814","L000589",21757
"2815","C001115",21758
"2816","B001306",21759
"2817","P000617",21955
"2818","O000172",21949
"2819","S001205",21762
"2820","S001211",21968
"2821","N000191",21948
"2822","H001081",21931
"2823","G000586",21921
"2824","T000482",21977
"2825","T000483",21978
"2826","J000303",21764
"2827","T000481",21975
"2828","G000587",21922
"2829","E000299",21917
"2830","D000631",21915
"2831","L000592",21940
"2832","O000173",21950
"2833","H001080",21928
"2834","M001206",21761
"2835","F000469",21920
"2836","T000479",21973
"2837","G000590",21926
"2838","R000612",21959
"2839","R000615",41902
"2840","C001118",21908
"2841","W000827",21984
"2842","G000589",21925
"2843","B001309",21905
"2844","J000301",21935
"2845","S001214",21971
"2846","B001307",21903
"2847","P000615",21952
"2848","G000591",21927
"2849","A000377",21901
"2850","G000588",21924
"2851","H001082",21760
"2852","J000302",21936
"2853","M001204",21945
"2854","T000480",21974
"2855","W000823",21981
"2856","P000614",21951
"2857","V000133",21980
"2858","H001085",21934
"2859","R000610",21956
"2860","R000614",21961
"2861","C001120",21911
"2862","M001207",21947
"2863","M001208",21944
"2864","U000040",21979
"2865","C001122",21913
"2866","M001209",21943
"2867","S001210",21967
"2868","R000611",21957
"2869","S001213",21970
"2870","M001205",21946
"2871","C001121",21912
"2872","F000467",21918
"2873","C001119",21910
"2874","P000616",21953
"2875","W000825",21983
"2876","L000593",21939
"2877","S001207",21964
"2878","L000590",21938
"2879","W000826",21763
"2880","H001090",21930
"2881","H001087",21932
"2882","P000618",21954
"2883","R000616",21960
"2884","A000378",21902
"2885","C001117",21906
"2886","D000629",21914
"2887","G000592",21923
"2888","S001208",21965
"2889","K000394",21937
"2890","M001203",21942
"2891","D000630",21916
"2892","B001308",21904
"2893","A000376",21900
"2894","F000468",21919
"2895","L000591",21941
"2896","S001209",21966
"2897","C001123",21907
"2898","S001206",21963
"2899","W000824",21982
"2900","S001215",21972
"2901","H001088",21929
"2902","S001212",21969
"2903","T000484",21976
"2904","S001216",21962
"2905","S001217",41903
"2906","B001310",41900
"2907","H001089",41901
"2908","R000613",21958
"2909","H001083",21933
"2910","S001204",NA
"2911","C001124",21909
"2912","K000395",21985
"2913","B001311",21986
"2914","M001210",21987
